Id;Valoración;Mensaje
3223;2;My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!
3224;1;wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!
3225;2;Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... 
3226;2;"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. "
3227;0;I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin 
3228;1;@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets 
3229;2;Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!
3230;2;I need some selsun blue...pretty sure i have a small spot of haole rot 
3231;2;I think im coming down with something. 
3232;2;re newing my twitter 
3233;2;@lindseyviloria about that... I am gonna be in mexico 
3234;2;As another long day begins, James is glad it's sunny. Stay away nasty rain 
3235;2;@johannacherry come stay at mine on friday 
3236;2;@MidLifeCrunch strange your page is just like our company 
3237;2;@k3n13 encantado..  been looking for stuff like that for the past few days..
3238;2;@soulforce84 at least he's in good hands 
3239;2;@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely
3240;2;@demib hopefully they are just followers rather than stalkers 
3241;2;@blueflameit I wish they are all ex red arrows and I have had the privilege of flying with them  http://theblades.biz
3242;2;@SlideShare_Dan Flickr for photos, Youtube for videos, Megaupload for large files. Own sites for articles. That's it. 
3243;1;@BlegooPR It was a quote , a mere quote 
3244;2;@suburbanhipster haha michelle  u work too hard! haha
3245;1;Hates hearing his girl being ill, nothing I can do though 
3246;2;Last call soon! Slow night 
3247;3;@msnichole I love purses! U shud send me some 
3248;2;HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you 
3249;2;Goodnight twitterland! Belle and I are going for walks and adventures tomorrow! 
3250;3;http://twitter.com/samiyusuf , very nice a session. I recommend to everyone. Immediate access to news  ws Esma
3251;2;@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. 
3252;2;@NaiveLondonGirl Why howdy maam. I'm fine n dandy. And if ur naive I'm a dutch man's uncle 
3253;2;@djlogansama Ugh. That first 'now' should be a 'know'. It's your fault for making me stay up late on a Monday 
3254;2;@pj23harry you got it 
3255;3;Listening to Lokki talk, ok he's a cat so it's all meows I don't understand but man the sounds he can make as he wanders the apartment.  
3256;2;"@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow."
3257;3;@KristenjStewart It happened because everyone freakin' loves the shit out of you! Get used to it  Hope you have a good week!
3258;1;@BlegooPR It was a mere quote, that's all 
3259;2;still thinks twitter is a hipster circle jerk 
3260;2;@NoelClarke Good morning you. Stop ignoring me just cos i said i like *cough* Take That  Am very sad now..boo hoo!
3261;1;@BrickSh0t7 ugh i hate you, we got snow in the middle of April...dont you just miss Canada?   *ends sarcasm*
3262;2;im off to work, I will returns the hellos when I get home  
3263;2;Can you tell it's spring break here, boys are off school so I don't have to be up at first light and can actually stay up late!!!! 
3264;3;I really love reflections and shadows 
3265;2;No hunny, there are no vampires ... just bloodsucking salespeople that steal daddy's money...  Day 1 as a Lycan.
3266;2;@Willie_Day26 why are you still up? 
3267;2;@dancemasstv thank you! 
3268;2;Feeling light headed and gross 
3269;3;@noiseboyartist i love writing letters of complaint - i just always forget to mail em. I'm an agent-of-change (in my head) Lol 
3270;3;EXCITING! Suppose to be 75 degrees out tomorrow! YEAH!!!!  
3271;2;Watching spongebob till I fall asleep 
3272;2;@icywings11 Just downloading it now Icy,will let you know what i think when i watch it 
3273;2;Only ?18, that's brill! I can see my pic now, did I disappear for a while? Strange. 
3274;2;finally got approved for the apartment. Mandy and I really deserve it. 
3275;2;@jorskwen omg i sooo cannot wait. once it's properly ready will take pix and upload k! 
3276;2;"watching comedian Nick Griffin.&quot;Life is difficult that's why I love sleeping.It's like temporary suicide..but you wake up refreshed.&quot;  "
3277;2;I have eight days off in New York before dance. booking my flight now 
3278;2;@grimtorn You can start making a religion of your own to make yourself fall asleep them 
3279;2;@tommcfly haha morning then. i think (aussie here) wheat bix with honey!! or maple syrup and milk 
3280;3;tomorrow should be a great day! im actually going on a date! wow..this should be interesting! 
3281;3;@alexandramusic congratulations on winning an award  x
3282;3;@darthweef thx. you guys would definately had fun. but i do know you were already having awesome times in sf -part of rev3's scam school! 
3283;2;thanks chaffie... thousand apologies. please fogive me 4 i have sinned. 
3284;2;is now at FILDIAS  http://plurk.com/p/n03es
3285;2;and also, i'm leaving - see you on the train all.. 
3286;2;@jaybrannan it doesn't =( just take it and run with it! 
3287;3;@jerichoK haha its 3pm here. good afternoon! 
3288;2;Gettin' down to some Hollywood Undead. Mmmmhmmm 
3289;4;@dougiemcfly good morning dougie and tom. how are you today? 
3290;2;"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3"
3291;4;"I had an amazing day today..with Jessica and everyone else modeling  oh I haven't felt so happy in a while &lt;3"
3292;2;@Kenichan close, but no cigar.  banana-toffee 
3293;2;"@Riles_puppy &amp; @PuppyJamaica Morning Pups! Thanks for the follow. Look fwd to barking at you soon!!  This Twitter is going to the dogs!"
3294;2;@devo21 I know!! I just hadn't had one in such a long time.. The goodness surprised me. 
3295;2;@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! 
3296;2;Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat 
3297;2;@blueaero ooo it's fantasy?  i like fantasy novels   will check it out
3298;2;is home from justin's farewell dinner.. don't die!! 
3299;3;@DaKing240 never mind  I hope GF II is worth buying it ?
3300;2;woohoo, just beat @simX's ass at typeracer...once. 
3301;2;@FakeCedric Hey Ced, this is KingdomGuard 
3302;2;@middleclassgirl well that was succinct 
3303;2;@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay.
3304;2;@benhafner i would have to agree that @jocam is quite an amazing girl....and in a few weeks I'll be having dinner with an amazing couple 
3305;2;sleeping under the stars 
3306;3;@tayswift Im glad to hear im not the only one awake at 2 in the morning 
3307;2;@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues 
3308;1;@rokchic28 no probs, I sell nothing other than my blog http://snedwan.com  I'll have to get a listen to your band, on iTunes?
3309;3;oh - and triple H won at wrestlemania...not that I'm counting, but 100% of my predictions were accurate 
3310;2;@itsangie maybe we can to when I move down? 
3311;2;3 apples, 2 nectarines, 1/2 flat strawberries, 1/2 bag of grapes, cup of chopped walnuts, sliced, diced, and mixed 2 yummy perfection 
3312;4;"@MyfWarhurst &quot;Head On&quot; by Pixies, because the video is awesome and underplayed "
3313;2;@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... 
3314;2;damn its down. 
3315;2;@YoYo_Ma lol!  Isn't it past your bedtime? It is for me. See you tomorrow!  
3316;2;Megan equals Murder. 
3317;2;two tests down..  three tests and a twenty first birthday to go..  
3318;2;poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! 
3319;4;@RAPEY Have a good Tuesday 
3320;2;morning all. v. groggy this morning.... 
3321;2;Weeeeeeh It's almost tomorrow today! 
3322;4;@dougiemcfly @tommcfly good morning tom and dougie, how are you today? 
3323;1;@Hematocrit Are you serious? 
3324;4;@souljaboytellem Good Nite Babe!!  
3325;2;@vdichev Don't read past tweets  Hey, it's not email!
3326;3;@pingfm we love you too! 
3327;1;I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing 
3328;3;@Monhae Quite tearful today, but I laughed a lot also. To put it simply. 
3329;4;"Men Without Hats - Safety Dance is DaH best song ever created of all time *starts to dance*    &lt;3    "
3330;2;Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? 
3331;4;Today was good  Going to shower now. Then watch Family Guy.
3332;2;Until we get to 10.0 unemployment It just time to do part-time and school 
3333;2;why luke worral doesnt have twitter? 
3334;2;Yay i actually slept this morning! 
3335;2;@mathewanthony Mathew, it is pretty crazy huhh  text me in the A.M.
3336;2;"@shipovalov &quot;NOKLA connecting people&quot; ?? ???????  ??????? "
3337;4;"@DidiGiggles lol you like that did you... don;t worry i got more "
3338;2;@JonathanRKnight Thanks for the 'sermon' lol. I was asleep when You wrote it, but it was nice to wake up to. The simple life...If only!  x
3339;2;wants to go out. dragonball evolution premiere tonight! 
3340;2;I am freakin grateful that I don't work at Fontana Fitness anymore! 
3341;2;tomorrow is a big big day. first day at the new job  uhh so nervous.
3342;3;@marcfennell now thats fun!!! enjoy the premier. 
3343;2;@MyNews24 No such thing as too many public holidays  I'm looking forward to lots of chocolate too!
3344;3;@shalinique Booo!!! Ur just being urself...n we love it!!! 
3345;2;@Dynoisthename haha you better watch those two. They might actually kill each other. 
3346;2;@Anjuli_nz haha there is a bit of that! makes getting up early easier too. 
3347;3;twitter is a lot less interesting since cute people suddenly stopped flirting with me 
3348;3;My stomach is feeling satisfied now......been starving for 2 hours. 
3349;3;Another bright sunny day! - Island must have driftered south over the last few days  Oh well, time to eat then off to work
3350;2;Champions League back on tonight 
3351;3;"@rmolden LOL yes - but I truly can't believe what I forgot! OMG Oh #$@! perhaps I am doing to much? #@&amp;# that! lol w love!x  hehe help..."
3352;4;@Kal_Penn Maaan, I'm going to miss Kutner. He was my favorite on the show. Keep being awesome, Kal! 
3353;0;is very disappointed. 
3354;2;@michellecottis  God! how many Tweets do you make a day. I have 89407 calls left for today 
3355;2;I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  
3356;2;@marlonjenglish 
3357;1;@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!
3358;2;@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.
3359;2;I wish I had someone to talk to. I'm so upset.  no one likes me anyway
3360;4;@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night
3361;2;@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.
3362;2;woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote 
3363;2;WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! 
3364;2;equinux.com just crashed safari tks you! 
3365;1;"&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation "
3366;2;8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday 
